timestamp,open,high,low,close,adjusted close,volume,dividend amount,split coefficient
1999-12-30,109.69,110.5,108.56,108.75,66.8057671134,3435100,0.0000,1.0
1999-12-31,109.19,109.5,106.62,107.87,66.2651779175,2870300,0.0000,1.0
2000-01-03,112.44,116.0,111.87,116.0,71.259484921,10347700,0.0000,1.0
2000-01-04,114.0,114.5,110.87,112.06,68.8391196573,8227800,0.0000,1.0
2000-01-05,112.94,119.75,112.12,116.0,71.259484921,12733200,0.0000,1.0
2000-01-06,118.0,118.94,113.5,114.0,70.030873112,7971900,0.0000,1.0
2000-01-07,117.25,117.94,110.62,113.5,69.7237201598,11856700,0.0000,1.0
2000-01-10,117.25,119.37,115.37,118.0,72.48809673,8540500,0.0000,1.0
2000-01-11,117.87,121.12,116.62,119.0,73.1024026345,7873300,0.0000,1.0
2000-01-12,119.62,122.0,118.25,119.5,73.4095555867,6803800,0.0000,1.0
2000-01-13,119.94,121.0,115.75,118.25,72.6416732061,8489700,0.0000,1.0
2000-01-14,120.94,123.31,117.5,119.62,73.4832722952,10956600,0.0000,1.0
2000-01-18,119.69,119.75,115.0,115.75,71.1059084449,7643900,0.0000,1.0
2000-01-19,115.56,122.0,112.69,119.5,73.4095555867,8634500,0.0000,1.0
2000-01-20,123.0,124.75,119.0,119.0,73.1024026345,17783400,0.0000,1.0
2000-01-21,121.87,123.0,119.94,121.5,74.6381673957,7868700,0.0000,1.0
2000-01-24,121.87,122.87,116.56,121.5,74.6381673957,6499200,0.0000,1.0
2000-01-25,116.75,119.5,116.0,119.12,73.176119343,6936900,0.0000,1.0
2000-01-26,119.06,119.94,116.0,116.75,71.7202143494,4895100,0.0000,1.0
2000-01-27,118.0,118.44,111.62,113.5,69.7237201598,8324600,0.0000,1.0
2000-01-28,112.75,114.19,110.06,111.56,68.531966705,6669400,0.0000,1.0
2000-01-31,111.37,112.81,109.62,112.25,68.9558377791,6202700,0.0000,1.0
2000-02-01,112.37,113.44,109.12,110.0,67.573649494,7304700,0.0000,1.0
2000-02-02,112.0,115.81,110.37,113.5,69.7237201598,7707700,0.0000,1.0
2000-02-03,115.0,117.5,114.06,117.12,71.947507534,6213800,0.0000,1.0
2000-02-04,118.19,118.44,114.81,115.62,71.0260486773,5405300,0.0000,1.0
2000-02-07,116.0,116.87,113.12,114.12,70.1045898205,5779500,0.0000,1.0
2000-02-08,116.94,119.0,116.19,118.81,73.0594012211,5464300,0.1200,1.0
2000-02-09,119.0,119.75,117.0,117.37,72.173907258,5374700,0.0000,1.0
2000-02-10,117.69,119.12,116.87,119.12,73.2500283938,4446600,0.0000,1.0
2000-02-11,119.06,119.44,114.56,115.37,70.9440545315,5749400,0.0000,1.0
2000-02-14,116.0,116.37,114.5,116.06,71.3683537221,4544000,0.0000,1.0
2000-02-15,115.87,117.44,113.87,117.12,72.0201756672,5177500,0.0000,1.0
2000-02-16,116.5,117.31,115.25,115.75,71.1777265495,3966900,0.0000,1.0
2000-02-17,116.5,118.87,115.75,116.75,71.7926529128,5237500,0.0000,1.0
2000-02-18,115.25,115.94,111.5,112.5,69.1792158689,7673400,0.0000,1.0
2000-02-22,112.0,113.44,108.75,111.0,68.2568263239,7654800,0.0000,1.0
2000-02-23,110.5,110.5,108.5,108.75,66.8732420066,7435300,0.0000,1.0
2000-02-24,108.81,111.0,108.19,110.5,67.9493631423,9112000,0.0000,1.0
2000-02-25,109.87,109.87,104.94,108.0,66.4120472341,10312200,0.0000,1.0
2000-02-28,104.62,106.5,103.94,104.5,64.2598049626,8479900,0.0000,1.0
2000-02-29,105.56,105.56,100.94,102.75,63.1836838269,10484900,0.0000,1.0
2000-03-01,102.0,105.5,100.06,100.25,61.6463679187,10807800,0.0000,1.0
2000-03-02,100.5,105.44,99.5,103.12,63.4112065813,11192900,0.0000,1.0
2000-03-03,107.25,110.0,106.06,108.0,66.4120472341,10162800,0.0000,1.0
2000-03-06,109.94,111.0,101.0,103.06,63.3743109995,10747400,0.0000,1.0
2000-03-07,106.0,107.0,101.69,103.0,63.3374154177,10035100,0.0000,1.0
2000-03-08,103.0,106.87,102.75,106.25,65.3359260984,8376400,0.0000,1.0
2000-03-09,106.5,108.0,104.12,108.0,66.4120472341,6334100,0.0000,1.0
2000-03-10,107.62,109.0,105.0,105.25,64.7209997351,7093200,0.0000,1.0
2000-03-13,104.0,109.0,102.5,107.69,66.2214200615,7871000,0.0000,1.0
2000-03-14,107.75,110.0,107.37,108.62,66.7933015793,7973700,0.0000,1.0
2000-03-15,107.5,108.25,106.12,107.0,65.7971208708,5665900,0.0000,1.0
2000-03-16,109.0,109.81,107.87,109.0,67.0269735974,6622500,0.0000,1.0
2000-03-17,108.25,111.69,107.69,110.0,67.6418999607,8857300,0.0000,1.0
2000-03-20,110.0,113.37,109.94,112.75,69.3329474597,6563500,0.0000,1.0
2000-03-21,112.81,114.69,111.94,113.5,69.7941422321,6771600,0.0000,1.0
2000-03-22,114.5,115.37,113.87,114.25,70.2553370046,6137800,0.0000,1.0
2000-03-23,115.87,115.87,111.62,115.25,70.8702633679,6492400,0.0000,1.0
2000-03-24,115.37,122.25,115.06,120.62,74.1724179387,12125600,0.0000,1.0
2000-03-27,125.0,128.25,124.62,126.87,78.0157077092,11862900,0.0000,1.0
2000-03-28,125.75,127.0,122.06,122.5,75.3284795016,8149600,0.0000,1.0
2000-03-29,122.31,122.44,118.5,119.0,73.1762372302,7312300,0.0000,1.0
2000-03-30,118.87,123.0,118.69,122.75,75.4822110925,9158000,0.0000,1.0
2000-03-31,122.62,123.75,117.06,118.37,72.7888336213,8015200,0.0000,1.0
2000-04-03,120.0,122.37,119.44,122.0,75.02101632,7715600,0.0000,1.0
2000-04-04,121.5,126.94,115.06,121.19,74.5229259657,16667200,0.0000,1.0
2000-04-05,120.5,125.75,119.75,125.0,76.8657954098,8693500,0.0000,1.0
2000-04-06,123.5,128.0,122.62,122.75,75.4822110925,8887400,0.0000,1.0
2000-04-07,123.5,125.69,121.5,123.12,75.7097338469,5380300,0.0000,1.0
2000-04-10,124.75,125.37,121.56,122.12,75.0948074836,5507300,0.0000,1.0
2000-04-11,121.62,121.62,117.81,119.37,73.4037599846,7738700,0.0000,1.0
2000-04-12,119.62,119.62,111.69,113.75,69.947873823,8885200,0.0000,1.0
2000-04-13,112.5,114.31,110.0,110.62,68.0231543059,8236400,0.0000,1.0
2000-04-14,109.81,112.75,102.87,105.0,64.5672681443,11782000,0.0000,1.0
2000-04-17,103.87,112.25,103.31,111.87,68.79181226,9969500,0.0000,1.0
2000-04-18,112.25,115.12,110.06,111.5,68.5642895056,8205500,0.0000,1.0
2000-04-19,109.75,109.75,102.81,105.0,64.5672681443,14674500,0.0000,1.0
2000-04-20,105.0,105.25,102.06,104.0,63.952341781,10633300,0.0000,1.0
2000-04-24,102.0,107.19,101.25,106.5,65.4896576892,8523100,0.0000,1.0
2000-04-25,106.5,113.0,106.44,112.5,69.1792158689,9576400,0.0000,1.0
2000-04-26,112.5,113.94,109.0,110.5,67.9493631423,6182800,0.0000,1.0
2000-04-27,109.5,113.12,108.69,110.62,68.0231543059,6317500,0.0000,1.0
2000-04-28,112.0,112.69,110.12,111.5,68.5642895056,4888600,0.0000,1.0
2000-05-01,112.5,113.19,110.44,112.0,68.8717526872,4196100,0.0000,1.0
2000-05-02,111.0,113.62,110.69,111.37,68.4843490783,4085000,0.0000,1.0
2000-05-03,110.5,111.12,106.56,108.12,66.4858383977,5543800,0.0000,1.0
2000-05-04,109.12,109.19,107.19,107.62,66.1783752161,3631300,0.0000,1.0
2000-05-05,106.62,109.62,106.5,107.87,66.3321068069,4695100,0.0000,1.0
2000-05-08,108.06,110.37,107.62,109.75,67.5681087971,4826900,0.1300,1.0
2000-05-09,110.5,110.62,108.25,109.0,67.1063677347,4864900,0.0000,1.0
2000-05-10,105.5,105.69,102.06,103.0,63.4124392355,10012700,0.0000,1.0
2000-05-11,104.0,107.5,103.19,104.44,64.2989820753,8106200,0.0000,1.0
2000-05-12,103.75,105.75,103.25,104.44,64.2989820753,5599700,0.0000,1.0
2000-05-15,104.0,104.87,102.0,104.19,64.1450683878,5907800,0.0000,1.0
2000-05-16,105.12,109.25,105.0,109.0,67.1063677347,7265800,0.0000,1.0
2000-05-17,107.5,108.87,106.12,107.87,66.4106778673,5524500,0.0000,1.0
2000-05-18,106.12,107.31,104.69,106.06,65.2963427701,4577200,0.0000,1.0
2000-05-19,106.06,107.5,105.0,106.44,65.530291575,6419200,0.0000,1.0
2000-05-22,106.0,109.25,103.44,109.25,67.2602814221,6769400,0.0000,1.0
2000-05-23,109.0,110.0,107.12,107.37,66.1028504924,5978900,0.0000,1.0
2000-05-24,106.5,110.0,104.19,109.62,67.4880736796,8184200,0.0000,1.0
2000-05-25,110.5,112.25,106.37,106.5,65.56723086,5967600,0.0000,1.0
2000-05-26,105.5,107.19,104.56,106.94,65.83811895,4296900,0.0000,1.0
2000-05-30,107.75,111.0,107.69,110.94,68.3007379494,3617500,0.0000,1.0
2000-05-31,110.5,110.75,107.19,107.31,66.0659112074,3732500,0.0000,1.0
2000-06-01,107.56,108.94,105.5,106.0,65.2594034851,5712500,0.0000,1.0
2000-06-02,109.0,109.75,107.62,108.81,66.9893933322,5473300,0.0000,1.0
2000-06-05,108.44,114.19,108.44,112.81,69.4520123316,7281400,0.0000,1.0
2000-06-06,112.25,114.62,111.25,112.37,69.1811242417,5369400,0.0000,1.0
2000-06-07,112.5,121.75,111.5,121.0,74.494224733,11115500,0.0000,1.0
2000-06-08,119.37,122.31,117.5,119.75,73.7246562957,9325600,0.0000,1.0
2000-06-09,119.87,120.75,118.87,119.69,73.6877170107,4739100,0.0000,1.0
2000-06-12,119.12,120.44,118.84,118.84,73.1644104733,3640300,0.0000,1.0
2000-06-13,118.87,119.94,116.75,119.31,73.4537682057,4008600,0.0000,1.0
2000-06-14,118.87,120.0,115.5,116.0,71.4159509837,5282600,0.0000,1.0
2000-06-15,116.0,119.0,115.87,116.81,71.9146313311,5386300,0.0000,1.0
2000-06-16,116.31,117.69,113.25,113.25,69.7229004216,8046200,0.0000,1.0
2000-06-19,113.5,120.37,113.25,120.37,74.1063622406,6059200,0.0000,1.0
2000-06-20,120.0,120.69,115.37,116.37,71.6437432411,7103800,0.0000,1.0
2000-06-21,115.56,115.94,113.5,114.5,70.4924688589,6487000,0.0000,1.0
2000-06-22,114.12,114.31,111.25,111.81,68.8363575818,4853100,0.0000,1.0
2000-06-23,113.5,113.62,110.81,111.87,68.8732968668,3360900,0.0000,1.0
2000-06-26,113.0,115.75,112.87,114.41,70.4370599314,3625900,0.0000,1.0
2000-06-27,111.62,112.81,108.75,109.75,67.5681087971,6607900,0.0000,1.0
2000-06-28,110.0,115.19,109.87,113.78,70.049197439,6436600,0.0000,1.0
2000-06-29,111.75,114.37,110.06,114.0,70.184641484,7688500,0.0000,1.0
2000-06-30,112.69,113.19,108.62,109.56,67.4511343946,8612600,0.0000,1.0
2000-07-03,108.75,109.87,108.31,109.5,67.4141951096,2304400,0.0000,1.0
2000-07-05,105.62,105.62,101.12,105.0,64.6437487352,14339600,0.0000,1.0
2000-07-06,105.0,105.12,100.0,101.25,62.3350434233,12932700,0.0000,1.0
2000-07-07,102.69,105.06,101.62,105.06,64.6806880202,9031700,0.0000,1.0
2000-07-10,104.69,104.94,102.87,103.31,63.603292208,4212200,0.0000,1.0
2000-07-11,103.25,104.0,101.0,102.0,62.7967844857,5619800,0.0000,1.0
2000-07-12,103.19,105.87,102.62,104.62,64.4097999303,5550500,0.0000,1.0
2000-07-13,105.44,105.94,102.0,104.0,64.0280939854,5669700,0.0000,1.0
2000-07-14,103.75,104.87,103.12,103.94,63.9911547004,4020000,0.0000,1.0
2000-07-17,104.44,107.87,104.19,105.5,64.9515761102,6632700,0.0000,1.0
2000-07-18,104.12,104.81,102.62,103.31,63.603292208,6452700,0.0000,1.0
2000-07-19,102.37,109.5,101.0,108.75,66.9524540472,7781400,0.0000,1.0
2000-07-20,112.0,117.81,111.75,117.25,72.185519421,23048400,0.0000,1.0
2000-07-21,117.0,117.0,113.75,114.75,70.6463825464,8966400,0.0000,1.0
2000-07-24,114.12,115.62,111.62,112.5,69.2611593592,6814400,0.0000,1.0
2000-07-25,113.25,113.37,110.25,112.0,68.9533319842,5566900,0.0000,1.0
2000-07-26,111.0,112.37,108.87,109.87,67.641987367,6670400,0.0000,1.0
2000-07-27,109.87,111.5,109.31,110.31,67.912875457,4047400,0.0000,1.0
2000-07-28,111.12,112.5,108.87,111.81,68.8363575818,5355600,0.0000,1.0
2000-07-31,110.5,113.69,110.06,112.25,69.1072456717,5113500,0.0000,1.0
2000-08-01,112.0,112.44,110.25,110.5,68.0298498595,2996500,0.0000,1.0
2000-08-02,111.0,114.87,110.75,114.25,70.3385551714,5877900,0.0000,1.0
2000-08-03,113.0,116.5,112.31,116.0,71.4159509837,5567400,0.0000,1.0
2000-08-04,116.0,116.5,114.31,115.87,71.3359158662,4460500,0.0000,1.0
2000-08-07,116.62,119.0,115.81,116.31,71.6068039561,5910700,0.0000,1.0
2000-08-08,115.69,119.62,115.56,118.87,73.2629152333,5736700,0.1300,1.0
2000-08-09,119.0,120.81,118.75,118.75,73.1889558673,6585400,0.0000,1.0
2000-08-10,118.75,120.25,117.87,119.75,73.8052839167,5484100,0.0000,1.0
2000-08-11,119.75,121.81,119.19,120.62,74.3414893197,6142400,0.0000,1.0
2000-08-14,120.0,123.69,119.31,123.25,75.9624320897,4949400,0.0000,1.0
2000-08-15,122.06,122.62,120.75,122.0,75.1920220279,4378100,0.0000,1.0
2000-08-16,121.06,122.94,119.5,122.37,75.4200634062,5946000,0.0000,1.0
2000-08-17,119.75,122.81,119.5,122.5,75.5001860526,4338400,0.0000,1.0
2000-08-18,122.37,123.37,120.12,120.44,74.2305502708,4127500,0.0000,1.0
2000-08-21,121.06,122.19,120.06,121.44,74.8468783202,3234200,0.0000,1.0
2000-08-22,121.19,122.19,121.0,121.37,74.8037353568,2769400,0.0000,1.0
2000-08-23,120.31,123.75,119.87,123.25,75.9624320897,4251200,0.0000,1.0
2000-08-24,123.0,125.44,122.69,124.81,76.9239038468,5988300,0.0000,1.0
2000-08-25,124.31,129.88,124.25,129.0,79.5063183738,8279000,0.0000,1.0
2000-08-28,129.88,133.19,129.75,131.5,81.0471384973,8536600,0.0000,1.0
2000-08-29,131.5,134.25,131.0,132.88,81.8976712055,6040000,0.0000,1.0
2000-08-30,130.75,131.5,129.56,130.31,80.3137081185,4928800,0.0000,1.0
2000-08-31,131.88,134.19,131.63,132.02,81.367629083,5469500,0.0000,1.0
2000-09-01,133.06,134.94,132.63,133.63,82.3599172425,5776300,0.0000,1.0
2000-09-05,132.81,133.31,130.81,131.19,80.856076802,4112100,0.0000,1.0
2000-09-06,130.88,134.88,130.38,131.44,81.0101588143,6473000,0.0000,1.0
2000-09-07,131.88,134.5,131.88,133.38,82.2058352302,4622800,0.0000,1.0
2000-09-08,132.5,132.94,129.38,129.5,79.8144823985,4993700,0.0000,1.0
2000-09-11,127.87,128.25,123.62,124.5,76.7328421514,7617700,0.0000,1.0
2000-09-12,124.81,126.87,124.06,125.0,77.0410061761,5001700,0.0000,1.0
2000-09-13,123.12,128.81,122.75,127.69,78.6989286291,5473600,0.0000,1.0
2000-09-14,128.0,129.19,126.31,126.87,78.1935396285,4425500,0.0000,1.0
2000-09-15,126.81,127.25,124.75,125.0,77.0410061761,5481700,0.0000,1.0
2000-09-18,125.25,126.0,123.06,123.25,75.9624320897,3932800,0.0000,1.0
2000-09-19,122.75,126.25,122.56,124.94,77.0040264932,3341000,0.0000,1.0
2000-09-20,124.69,126.56,123.5,124.75,76.8869241638,4623400,0.0000,1.0
2000-09-21,124.19,126.69,120.0,121.5,74.8838580032,4302200,0.0000,1.0
2000-09-22,123.0,124.31,121.31,123.87,76.3445554803,5930100,0.0000,1.0
2000-09-25,124.5,126.62,121.0,123.0,75.8083500773,4291000,0.0000,1.0
2000-09-26,120.0,121.87,118.37,119.12,73.4169972456,6217200,0.0000,1.0
2000-09-27,120.06,120.31,115.5,118.0,72.7267098303,5948900,0.0000,1.0
2000-09-28,117.37,118.87,115.0,115.25,71.0318076944,5309100,0.0000,1.0
2000-09-29,115.5,116.94,110.25,112.62,69.4108649245,9594600,0.0000,1.0
2000-10-02,112.62,119.62,112.62,117.81,72.6096075009,8872200,0.0000,1.0
2000-10-03,118.87,119.37,110.0,110.56,68.1412291427,11744200,0.0000,1.0
2000-10-04,110.37,114.87,108.56,114.37,70.4894390109,11668900,0.0000,1.0
2000-10-05,113.81,114.56,111.56,113.19,69.7621719126,5547000,0.0000,1.0
2000-10-06,114.0,116.12,112.75,116.0,71.4940537315,6108400,0.0000,1.0
2000-10-09,115.94,119.37,114.31,117.94,72.6897301473,4898000,0.0000,1.0
2000-10-10,116.62,117.12,112.44,114.87,70.7976030356,5614200,0.0000,1.0
2000-10-11,111.87,112.94,107.5,112.0,69.0287415338,8775800,0.0000,1.0
2000-10-12,114.25,114.37,103.12,103.12,63.5557484551,9704900,0.0000,1.0
2000-10-13,104.19,110.44,104.19,109.06,67.2167370686,9092600,0.0000,1.0
2000-10-16,111.5,113.12,108.56,111.12,68.4863728503,7710400,0.0000,1.0
2000-10-17,111.94,113.87,108.56,113.0,69.6450695832,8882500,0.0000,1.0
2000-10-18,96.75,99.12,90.25,95.44,58.8223490356,29777800,0.0000,1.0
2000-10-19,98.0,98.5,92.69,96.44,59.438677085,17966900,0.0000,1.0
2000-10-20,95.12,96.25,94.19,94.75,58.3970826815,9369200,0.0000,1.0
2000-10-23,94.75,95.0,91.06,92.87,57.2383859486,9338600,0.0000,1.0
2000-10-24,93.0,94.37,90.19,91.44,56.357036838,8826200,0.0000,1.0
2000-10-25,90.5,90.94,86.94,87.56,53.9656840063,14058500,0.0000,1.0
2000-10-26,88.0,92.87,87.62,92.75,57.1644265827,10135700,0.0000,1.0
2000-10-27,93.0,93.69,91.0,93.69,57.7437749491,6431400,0.0000,1.0
2000-10-30,93.5,93.75,90.31,93.31,57.5095702904,8084000,0.0000,1.0
2000-10-31,93.75,99.12,93.75,98.5,60.7083128668,10902600,0.0000,1.0
2000-11-01,98.44,99.87,97.25,98.56,60.7452925498,7466200,0.0000,1.0
2000-11-02,99.0,102.31,98.5,101.94,62.8284813568,7445100,0.0000,1.0
2000-11-03,102.5,102.62,99.37,100.12,61.7067643068,5848500,0.0000,1.0
2000-11-06,99.87,102.37,99.44,100.31,61.8238666362,4448500,0.0000,1.0
2000-11-07,101.12,103.5,100.69,102.31,63.056522735,5420600,0.0000,1.0
2000-11-08,103.62,103.75,99.25,100.0,61.7129275873,6990800,0.1300,1.0
2000-11-09,96.75,100.0,95.69,99.44,61.3673351928,9047900,0.0000,1.0
2000-11-10,98.0,98.37,93.0,93.0,57.3930226562,6807900,0.0000,1.0
2000-11-13,91.81,99.44,91.62,97.44,60.1330766411,8684900,0.0000,1.0
2000-11-14,99.25,99.87,98.5,99.5,61.4043629494,5150900,0.0000,1.0
2000-11-15,99.5,100.06,97.62,99.37,61.3241361435,4160300,0.0000,1.0
2000-11-16,99.25,99.69,98.25,98.25,60.6329513546,3739700,0.0000,1.0
2000-11-17,98.31,102.5,98.25,101.94,62.9101583825,7717400,0.0000,1.0
2000-11-20,101.5,103.25,100.87,103.25,63.7185977339,7426600,0.0000,1.0
2000-11-21,103.25,104.37,98.5,98.5,60.7872336735,7180700,0.0000,1.0
2000-11-22,98.5,100.81,98.31,98.5,60.7872336735,5537100,0.0000,1.0
2000-11-24,99.37,101.75,99.25,99.94,61.6758998308,2497500,0.0000,1.0
2000-11-27,100.44,102.0,98.44,98.44,60.750205917,3866200,0.0000,1.0
2000-11-28,98.75,100.75,97.37,97.87,60.3984422297,4799100,0.0000,1.0
2000-11-29,97.75,99.94,96.69,99.81,61.5956730249,5524600,0.0000,1.0
2000-11-30,98.0,98.0,92.25,93.5,57.7015872942,10651400,0.0000,1.0
2000-12-01,94.44,99.31,94.37,95.62,59.009901359,7525100,0.0000,1.0
2000-12-04,96.0,99.19,95.75,98.37,60.7070068677,5566800,0.0000,1.0
2000-12-05,100.44,104.75,99.62,103.37,63.792653247,7804200,0.0000,1.0
2000-12-06,101.75,101.81,94.81,96.75,59.7072574407,10096900,0.0000,1.0
2000-12-07,95.06,95.94,93.12,93.12,57.4670781693,7922000,0.0000,1.0
2000-12-08,98.0,99.0,95.75,97.0,59.8615397597,6140600,0.0000,1.0
2000-12-11,96.5,98.25,93.75,95.0,58.627281208,6185600,0.0000,1.0
2000-12-12,95.25,96.12,92.5,93.87,57.9299251262,7913300,0.0000,1.0
2000-12-13,94.87,96.62,90.69,91.25,56.3130464234,6992600,0.0000,1.0
2000-12-14,92.0,93.69,91.81,92.44,57.0474302617,6131400,0.0000,1.0
2000-12-15,90.0,90.69,87.31,87.81,54.1901217144,14254500,0.0000,1.0
2000-12-18,88.37,90.5,88.37,90.5,55.8501994665,7693800,0.0000,1.0
2000-12-19,90.19,94.44,89.81,90.12,55.6156903417,7705300,0.0000,1.0
2000-12-20,85.87,88.0,84.81,86.0,53.0731177251,12579400,0.0000,1.0
2000-12-21,85.5,87.94,80.06,81.56,50.3330637402,12725500,0.0000,1.0
2000-12-22,84.5,89.37,84.5,89.0,54.9245055527,9514000,0.0000,1.0
2000-12-26,89.0,89.56,84.25,84.81,52.3387338868,6052300,0.0000,1.0
2000-12-27,84.75,88.12,83.56,84.69,52.2646783737,8245100,0.0000,1.0
2000-12-28,83.5,88.19,82.12,85.25,52.6102707682,9798600,0.0000,1.0
2000-12-29,86.94,86.94,84.25,85.0,52.4559884492,6943700,0.0000,1.0
2001-01-02,84.5,87.5,84.12,84.81,52.3387338868,8007200,0.0000,1.0
2001-01-03,83.75,95.0,83.75,94.62,58.3927720831,12769900,0.0000,1.0
2001-01-04,94.75,99.75,92.69,93.19,57.5102772186,15420500,0.0000,1.0
2001-01-05,93.94,94.69,91.0,94.0,58.0101519321,8043200,0.0000,1.0
2001-01-08,93.5,93.94,91.56,93.56,57.7386150507,6064800,0.0000,1.0
2001-01-09,94.44,95.75,91.44,92.56,57.1214857748,7547100,0.0000,1.0
2001-01-10,92.5,94.94,91.69,93.44,57.6645595376,7656100,0.0000,1.0
2001-01-11,92.94,94.25,91.25,93.69,57.8188418566,9635000,0.0000,1.0
2001-01-12,93.69,96.44,92.37,93.81,57.8928973697,6448000,0.0000,1.0
2001-01-16,93.75,94.0,91.81,92.75,57.2387403373,5671900,0.0000,1.0
2001-01-17,95.37,97.75,94.31,96.69,59.6702296842,9727000,0.0000,1.0
2001-01-18,104.37,110.0,103.5,108.31,66.8412718698,25244900,0.0000,1.0
2001-01-19,107.5,113.94,107.25,111.25,68.6556319409,14762200,0.0000,1.0
2001-01-22,109.5,109.94,108.19,108.56,66.9955541888,9618500,0.0000,1.0
2001-01-23,109.56,109.94,107.62,109.06,67.3041188267,9826900,0.0000,1.0
2001-01-24,109.06,111.44,108.94,110.44,68.1557572275,6760900,0.0000,1.0
2001-01-25,110.12,111.12,109.44,110.75,68.347067303,4982100,0.0000,1.0
2001-01-26,109.62,115.25,109.19,114.19,70.469992012,9095200,0.0000,1.0
2001-01-29,112.5,115.5,112.47,114.98,70.9575241399,5125000,0.0000,1.0
2001-01-30,115.0,116.75,113.4,116.61,71.9634448596,8242000,0.0000,1.0
2001-01-31,115.75,116.75,112.0,112.0,69.1184788978,8314200,0.0000,1.0
2001-02-01,112.4,114.34,111.2,114.05,70.3835939134,5580800,0.0000,1.0
2001-02-02,112.75,113.99,109.6,110.27,68.0508452506,5428400,0.0000,1.0
2001-02-05,109.4,112.6,109.3,112.22,69.2542473385,5113700,0.0000,1.0
2001-02-06,112.23,115.69,111.2,114.19,70.469992012,7526400,0.0000,1.0
2001-02-07,113.4,117.6,112.67,116.91,72.2288104482,9006900,0.1300,1.0
2001-02-08,116.91,118.2,114.03,114.1,70.492748885,8380800,0.0000,1.0
2001-02-09,114.03,114.99,111.0,112.0,69.1953363288,6318800,0.0000,1.0
2001-02-12,110.55,115.72,110.3,114.9,70.9870012873,6729300,0.0000,1.0
